product;sku;image_url;reason
Martell;;https://r.bing.com/rp/4A9D07RlW6M7gPmPQQydX3khDJc.svg;cannot identify image file <_io.BytesIO object at 0x0000018A8194BA10>
Martell;;https://r.bing.com/rp/OHA5u4HW70mLbGkOE41WRDXcYTY.svg;cannot identify image file <_io.BytesIO object at 0x0000018A8194BA10>
Martell;;https://r.bing.com/rp/UzLAW1Q1WOatPD4L3XbeKD9b0Lg.svg;cannot identify image file <_io.BytesIO object at 0x0000018A8194BA10>
Martell;;https://tse2.mm.bing.net/th/id/OIP.R0nr_uLYvuhZF-KH0ec_mwHaJQ?w=122&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 122x180
Martell;;https://tse1.mm.bing.net/th/id/OIP.fQpxEBqvG2SyZbhmrDNywgHaJQ?w=122&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 122x180
Martell;;https://tse1.mm.bing.net/th/id/OIP.f4IMyzRuxra-OTlBbPNCZQHaE7?w=230&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 230x180
Martell;;https://tse2.mm.bing.net/th/id/OIP.aNH6vhlFu1VUo403RDhA5gAAAA?w=271&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 271x180
Martell;;https://tse3.mm.bing.net/th/id/OIP.TGU7SP9OAJrEaWQ8sbyd6AHaE8?w=227&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 227x180
Martell;;https://tse3.mm.bing.net/th/id/OIP.KKyOR02oYKU_lcwh-9ecIQHaEK?w=275&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 275x180
Martell;;https://tse2.mm.bing.net/th/id/OIP.zoM5S7SBxl4KySKaScuD4wHaHa?w=154&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 154x180
Martell;;https://tse4.mm.bing.net/th/id/OIP.UniAv27SvMfJwUtvSwbrsQHaEK?w=275&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 275x180
Martell;;https://tse4.mm.bing.net/th/id/OIP.hDqq376xcN5fqospt2MSbgHaEK?w=276&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 276x180
Martell;;https://tse1.mm.bing.net/th/id/OIP.JJHOmdGQdXlXw0GdWcO70AHaE7?w=230&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 230x180
Martell;;https://tse3.mm.bing.net/th/id/OIP.XRHFq4_VWzAs_K5V7RwSdgHaFc?w=207&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 207x180
Martell;;https://tse2.mm.bing.net/th/id/OIP.wXq6kjblOaJZoyEu92XY0AHaEK?w=271&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 271x180
Martell;;https://tse2.mm.bing.net/th/id/OIP.5c3k5b3ehewjA-XraSCv3QHaEK?w=272&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 272x180
Martell;;https://tse4.mm.bing.net/th/id/OIP.Za8hDSdNJcUrB-3WgVn2HwHaJQ?w=149&h=187&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 149x187
Martell;;https://tse2.mm.bing.net/th/id/OIP.99MQG8pVyKipN5iMZ9m18wHaFc?w=254&h=187&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 254x187
Martell;;https://tse4.mm.bing.net/th/id/OIP.nWnFZjnrbCdlH_rhGyOZogHaL4?w=117&h=187&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 117x187
Martell;;https://tse3.mm.bing.net/th/id/OIP.0a7TeDpSZ3hbK0WWTlLc7AHaL4?w=118&h=187&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 118x187
Martell XO;;https://r.bing.com/rp/r31GrT0Eaf_5sPyu1TswcyPA8VI.svg;cannot identify image file <_io.BytesIO object at 0x0000018A8194BCE0>
Martell XO;;https://r.bing.com/rp/fdVZU4ttbw8NDRm6H3I5BW3_vCo.svg;cannot identify image file <_io.BytesIO object at 0x0000018A8194BC90>
Martell XO;;https://r.bing.com/rp/4L4QdyjTv0HYE2Ig2ol9eYoqxg8.svg;cannot identify image file <_io.BytesIO object at 0x0000018A8194AA20>
Martell XO;;https://r.bing.com/rp/Fsa_OI0AplCnVoXGca8ALOo0S0s.svg;cannot identify image file <_io.BytesIO object at 0x0000018A8194BCE0>
Martell XO;;https://r.bing.com/rp/UusW4P7f5q9mXctgEuZhyIziufA.svg;cannot identify image file <_io.BytesIO object at 0x0000018A8194BC90>
Martell XO;;https://r.bing.com/rp/4A9D07RlW6M7gPmPQQydX3khDJc.svg;cannot identify image file <_io.BytesIO object at 0x0000018A8194BCE0>
Martell XO;;https://r.bing.com/rp/OHA5u4HW70mLbGkOE41WRDXcYTY.svg;cannot identify image file <_io.BytesIO object at 0x0000018A8194AA20>
Martell XO;;https://r.bing.com/rp/UzLAW1Q1WOatPD4L3XbeKD9b0Lg.svg;cannot identify image file <_io.BytesIO object at 0x0000018A8194BC90>
Martell XO;;https://tse4.mm.bing.net/th/id/OIP.o3Q6ribgwFFek03BfkOZJgHaIk?w=122&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 122x180
Martell XO;;https://tse1.mm.bing.net/th/id/OIP.WEf_0lCIA5VDMli8QzokSwHaH5?w=133&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 133x180
Martell XO;;https://tse1.mm.bing.net/th/id/OIP.-AE0iWmvHJRGop_nNVeHDgHaEK?w=252&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 252x180
Martell XO;;https://tse4.mm.bing.net/th/id/OIP.aENlQ30dJabTFqjlvbzE8QHaE-?w=212&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 212x180
Martell XO;;https://tse3.mm.bing.net/th/id/OIP.VjVV2rIJKXWDvYXub3kqpQHaEK?w=253&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 253x180
Martell XO;;https://tse3.mm.bing.net/th/id/OIP.lyWsBsB5956r_dKpZDxFiwHaFj?w=263&h=197&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 263x197
Martell XO;;https://tse4.mm.bing.net/th/id/OIP.APoJu-J0J_hH0J1BGP2jCAHaFw?w=253&h=197&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 253x197
Martell XO;;https://tse1.mm.bing.net/th/id/OIP.UxJtRVpUX7jX0fiMBLUnogHaH5?w=185&h=197&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 185x197
Martell XO;;https://tse2.mm.bing.net/th/id/OIP.Tp9HUKkjJNNIzLVbkHESIgHaFP?w=279&h=197&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 279x197
Martell XO;;https://tse4.mm.bing.net/th/id/OIP.McbnDN3zKRzlFn35tNoJigHaE8?w=306&h=187&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 306x187
Martell XO;;https://tse3.mm.bing.net/th/id/OIP.q-UnqkJbtF_L11dHoQ39ZgHaEK?w=333&h=187&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 333x187
Martell XO;;https://tse4.mm.bing.net/th/id/OIP.wk3YkyMOEeRtuNUN2QBMzQHaE8?w=306&h=187&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 306x187
Martell  XXO;;https://r.bing.com/rp/r31GrT0Eaf_5sPyu1TswcyPA8VI.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81BF0D10>
Martell  XXO;;https://r.bing.com/rp/fdVZU4ttbw8NDRm6H3I5BW3_vCo.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81BF0D10>
Martell  XXO;;https://r.bing.com/rp/4L4QdyjTv0HYE2Ig2ol9eYoqxg8.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81BF0D10>
Martell  XXO;;https://r.bing.com/rp/Fsa_OI0AplCnVoXGca8ALOo0S0s.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81BF0D10>
Martell  XXO;;https://r.bing.com/rp/UusW4P7f5q9mXctgEuZhyIziufA.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81BF0D10>
Martell  XXO;;https://r.bing.com/rp/4A9D07RlW6M7gPmPQQydX3khDJc.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81BF0D10>
Martell  XXO;;https://r.bing.com/rp/OHA5u4HW70mLbGkOE41WRDXcYTY.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81BF0D10>
Martell  XXO;;https://r.bing.com/rp/UzLAW1Q1WOatPD4L3XbeKD9b0Lg.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81BF0D10>
Martell  XXO;;https://tse3.mm.bing.net/th/id/OIP.4K1t_UZ8X33PH--aV90hPwHaE7?w=267&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 267x180
Martell  XXO;;https://tse4.mm.bing.net/th/id/OIP.Fb8DNatIl8w9RlhuHdZnogHaHa?w=178&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 178x180
Martell  XXO;;https://tse1.mm.bing.net/th/id/OIP.YssIgCs2-h9i2SciVb-RfgHaE7?w=267&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 267x180
Martell  XXO;;https://tse3.mm.bing.net/th/id/OIP.OcQYch2GT3rzaLLHnsbHMgHaE7?w=268&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 268x180
Martell  XXO;;https://tse4.mm.bing.net/th/id/OIP.ggdJ82Hl0bNyFDJUTGAMUAHaD9?w=330&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 330x180
Martell  XXO;;https://tse2.mm.bing.net/th/id/OIP.eae1y8buw59Jqxc93wzyOAHaEV?w=299&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 299x180
Martell  XXO;;https://tse4.mm.bing.net/th/id/OIP.zDTwzQVfAkOPLR57tffcJAHaHa?w=175&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 175x180
Martell  XXO;;https://tse3.mm.bing.net/th/id/OIP.DXDmzqI5iuTYka0Lvd3QvQHaHa?w=176&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 176x180
Martell  XXO;;https://tse4.mm.bing.net/th/id/OIP.AcfTnhhnHWsNKaOFaQyvTgHaHa?w=176&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 176x180
Martell  XXO;;https://tse1.mm.bing.net/th/id/OIP.FhNVXE0xzPFd-qfiuuZcqgHaHP?w=180&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 180x180
Martell  XXO;;https://tse2.mm.bing.net/th/id/OIP.gO5jQDgKqckodaEALByo1AHaHa?w=176&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 176x180
Martell  XXO;;https://tse4.mm.bing.net/th/id/OIP.A8IzSs5xyqr5uQwXpptSuQHaE7?w=264&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 264x180
Martell  XXO;;https://tse4.mm.bing.net/th/id/OIP.SNsAjhMnDLeVT2PMHdkVsAHaHa?w=176&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 176x180
Martell  XXO;;https://tse3.mm.bing.net/th/id/OIP.03s2tOj_ouInyM_GSp0mdQHaHa?w=192&h=192&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 192x192
Martell  XXO;;https://tse3.mm.bing.net/th/id/OIP.WcpudkHd32cSzaRv0kpVdwHaJQ?w=153&h=192&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 153x192
Martell  XXO;;https://tse2.mm.bing.net/th/id/OIP.XAOtiCG9YuniO6OpaKqVvAHaHa?w=193&h=192&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 193x192
Martell  XXO;;https://tse3.mm.bing.net/th/id/OIP.wpHEx401cWMGlumdZlXesQHaHa?w=193&h=192&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 193x192
Blue Label;;https://r.bing.com/rp/r31GrT0Eaf_5sPyu1TswcyPA8VI.svg;cannot identify image file <_io.BytesIO object at 0x0000018A817545E0>
Blue Label;;https://r.bing.com/rp/fdVZU4ttbw8NDRm6H3I5BW3_vCo.svg;cannot identify image file <_io.BytesIO object at 0x0000018A817545E0>
Blue Label;;https://r.bing.com/rp/4L4QdyjTv0HYE2Ig2ol9eYoqxg8.svg;cannot identify image file <_io.BytesIO object at 0x0000018A817545E0>
Blue Label;;https://r.bing.com/rp/Fsa_OI0AplCnVoXGca8ALOo0S0s.svg;cannot identify image file <_io.BytesIO object at 0x0000018A817545E0>
Blue Label;;https://r.bing.com/rp/UusW4P7f5q9mXctgEuZhyIziufA.svg;cannot identify image file <_io.BytesIO object at 0x0000018A817545E0>
Blue Label;;https://r.bing.com/rp/4A9D07RlW6M7gPmPQQydX3khDJc.svg;cannot identify image file <_io.BytesIO object at 0x0000018A817545E0>
Blue Label;;https://r.bing.com/rp/OHA5u4HW70mLbGkOE41WRDXcYTY.svg;cannot identify image file <_io.BytesIO object at 0x0000018A817545E0>
Blue Label;;https://r.bing.com/rp/UzLAW1Q1WOatPD4L3XbeKD9b0Lg.svg;cannot identify image file <_io.BytesIO object at 0x0000018A817545E0>
Blue Label;;https://tse3.mm.bing.net/th/id/OIP._pN1YIoQYEyIzGOp7a6DWQHaFK?w=288&h=200&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 288x200
Blue Label  ghost and rare;;https://r.bing.com/rp/r31GrT0Eaf_5sPyu1TswcyPA8VI.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81501C60>
Blue Label  ghost and rare;;https://r.bing.com/rp/fdVZU4ttbw8NDRm6H3I5BW3_vCo.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81501BC0>
Blue Label  ghost and rare;;https://r.bing.com/rp/4L4QdyjTv0HYE2Ig2ol9eYoqxg8.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81501DF0>
Blue Label  ghost and rare;;https://r.bing.com/rp/Fsa_OI0AplCnVoXGca8ALOo0S0s.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81501C60>
Blue Label  ghost and rare;;https://r.bing.com/rp/UusW4P7f5q9mXctgEuZhyIziufA.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81501BC0>
Blue Label  ghost and rare;;https://r.bing.com/rp/4A9D07RlW6M7gPmPQQydX3khDJc.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81501DF0>
Blue Label  ghost and rare;;https://r.bing.com/rp/OHA5u4HW70mLbGkOE41WRDXcYTY.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81501C60>
Blue Label  ghost and rare;;https://r.bing.com/rp/UzLAW1Q1WOatPD4L3XbeKD9b0Lg.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81501BC0>
Blue Label  ghost and rare;;https://tse1.mm.bing.net/th/id/OIP.KgTJtl_YZ_PzAss5_NBpcwHaHa?w=194&h=194&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 194x194
Blue Label  ghost and rare;;https://tse3.mm.bing.net/th/id/OIP.5gGTisJDsTal-knkM5jC8QHaHa?w=194&h=194&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 194x194
Blue Label  ghost and rare;;https://tse3.mm.bing.net/th/id/OIP.7LoG6Bl97GiqNg5y45b_jQHaHa?w=194&h=194&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 194x194
Blue Label  ghost and rare;;https://tse2.mm.bing.net/th/id/OIP.aXPXq9OAay_IWWz0z8KJ4AHaHa?w=195&h=194&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 195x194
Blue Label  ghost and rare;;https://tse2.mm.bing.net/th/id/OIP.rgvto8obSjmYDYnzRmpN2wHaHa?w=195&h=194&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 195x194
Blue Label  ghost and rare;;https://tse1.mm.bing.net/th/id/OIP.uDLnL_HvDup5ZxuZ9f9N4wHaHa?w=199&h=199&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 199x199
Blue Label  ghost and rare;;https://tse4.mm.bing.net/th/id/OIP.jNzo8ota9gsDQJdzZWbLVwHaIT?w=178&h=199&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 178x199
Blue Label  ghost and rare;;https://tse3.mm.bing.net/th/id/OIP.dNl6gWOIZknN1Dgr2UQRoQHaHj?w=195&h=199&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 195x199
Blue Label  ghost and rare;;https://tse1.mm.bing.net/th/id/OIP.Nwra1_jshl6ve9iSSatF6AHaHa?w=200&h=199&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 200x199
Blue Label  ghost and rare;;https://tse4.mm.bing.net/th/id/OIP.h0qkQlR9i9TyF_qZw3HsJAHaHa?w=200&h=199&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 200x199
Blue Label  ghost and rare;;https://tse4.mm.bing.net/th/id/OIP.waIVQHt3V0F3NCBQ6TmInQHaHa?w=181&h=181&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 181x181
Blue Label  ghost and rare;;https://tse3.mm.bing.net/th/id/OIP.at7VU192lomNJJRqE1QN2AHaN7?w=115&h=181&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 115x181
Blue Label  ghost and rare;;https://tse3.mm.bing.net/th/id/OIP.piJs8WPzO513_ORNiaxyrgHaJ4?w=136&h=181&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 136x181
Blue Label  ghost and rare;;https://tse2.mm.bing.net/th/id/OIP.fjXEmTy5AfZ4Yi-iJu0GFwHaJ4?w=136&h=181&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 136x181
Blue Label  ghost and rare;;https://tse3.mm.bing.net/th/id/OIP.7xm84Ax--D4pBmmrfyftUQHaGN?w=216&h=181&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 216x181
Blue Label  ghost and rare;;https://tse3.mm.bing.net/th/id/OIP.3q6pvp7o74qunlI_obODhgHaHa?w=180&h=181&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 180x181
Blue Label  ghost and rare;;https://tse4.mm.bing.net/th/id/OIP.cFxZcERJoJnHyEVm-xa_DQHaHa?w=194&h=194&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 194x194
Gold Label;;https://r.bing.com/rp/r31GrT0Eaf_5sPyu1TswcyPA8VI.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81BF0FE0>
Gold Label;;https://r.bing.com/rp/fdVZU4ttbw8NDRm6H3I5BW3_vCo.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81BF1030>
Gold Label;;https://r.bing.com/rp/4L4QdyjTv0HYE2Ig2ol9eYoqxg8.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81BF1080>
Gold Label;;https://r.bing.com/rp/Fsa_OI0AplCnVoXGca8ALOo0S0s.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81BF0FE0>
Gold Label;;https://r.bing.com/rp/UusW4P7f5q9mXctgEuZhyIziufA.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81BF1030>
Gold Label;;https://r.bing.com/rp/4A9D07RlW6M7gPmPQQydX3khDJc.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81BF1080>
Gold Label;;https://r.bing.com/rp/OHA5u4HW70mLbGkOE41WRDXcYTY.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81BF0FE0>
Gold Label;;https://r.bing.com/rp/UzLAW1Q1WOatPD4L3XbeKD9b0Lg.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81BF1030>
Gold Label;;https://tse2.mm.bing.net/th/id/OIP.Cg6UlU3XR9xflXzPGM014gHaLH?w=129&h=194&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 129x194
Gold Label;;https://tse3.mm.bing.net/th/id/OIP.-LJB03eSvBsToHFwnN9-KAHaLH?w=129&h=194&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 129x194
Gold Label;;https://tse2.mm.bing.net/th/id/OIP.nAL3pYuytp0CTZg9R8nHbwHaHa?w=194&h=194&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 194x194
Gold Label;;https://tse4.mm.bing.net/th/id/OIP.GDOlbWuhyM00_VE8Rk6dcQHaKj?w=136&h=194&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 136x194
Gold Label;;https://tse3.mm.bing.net/th/id/OIP.elAjaQWXruooR3er062cgwHaK3?w=132&h=194&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 132x194
Gold Label;;https://tse4.mm.bing.net/th/id/OIP.PDg4uFF93snZ1v9PkEO-ygHaF7?w=244&h=194&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 244x194
Gold Label;;https://tse1.mm.bing.net/th/id/OIP.XX7K2AYGpnKT_aQNm3_H8wHaKq?w=115&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 115x180
Gold Label;;https://tse1.mm.bing.net/th/id/OIP.S7P6F_YX9vyDMmqwam4ysQHaEK?w=294&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 294x180
Gold Label;;https://tse3.mm.bing.net/th/id/OIP.Du6cSKVys1QBqH8ikAQ1pwHaEK?w=294&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 294x180
Gold Label;;https://tse3.mm.bing.net/th/id/OIP.6mHicA-_T7-9OcFe8bIe7AHaEb?w=277&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 277x180
Gold Label;;https://tse1.mm.bing.net/th/id/OIP.Gc35ua3M-uyYk63FmtEPWwHaDC?w=316&h=143&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 316x143
Gold Label;;https://tse2.mm.bing.net/th/id/OIP.jbUxWqQTe13hQGGuXmIBdwHaFj?w=217&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 217x180
Gold Label;;https://tse3.mm.bing.net/th/id/OIP.vq2wn_C2qLFqZyB2V8CmXQHaDC?w=316&h=143&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 316x143
Gold Label;;https://tse4.mm.bing.net/th/id/OIP.i9GiEeBZpUvU6aSWMy7ktwHaJJ?w=131&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 131x180
Gold Label;;https://tse2.mm.bing.net/th/id/OIP.DNbTmCp0LLBGKvGHWJYd_wHaHW?w=158&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 158x180
Gold Label;;https://tse1.mm.bing.net/th/id/OIP.b8DRlMAK31TmAbOHQB_rzQHaE7?w=236&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 236x180
Gold Label;;https://tse3.mm.bing.net/th/id/OIP.ZNW7U4qDC9lwAvAgiILMoAHaFz?w=200&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 200x180
Glenfiddich 12 ans;;https://r.bing.com/rp/r31GrT0Eaf_5sPyu1TswcyPA8VI.svg;cannot identify image file <_io.BytesIO object at 0x0000018A819639C0>
Glenfiddich 12 ans;;https://r.bing.com/rp/fdVZU4ttbw8NDRm6H3I5BW3_vCo.svg;cannot identify image file <_io.BytesIO object at 0x0000018A819618F0>
Glenfiddich 12 ans;;https://r.bing.com/rp/4L4QdyjTv0HYE2Ig2ol9eYoqxg8.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81960220>
Glenfiddich 12 ans;;https://r.bing.com/rp/Fsa_OI0AplCnVoXGca8ALOo0S0s.svg;cannot identify image file <_io.BytesIO object at 0x0000018A819639C0>
Glenfiddich 12 ans;;https://r.bing.com/rp/UusW4P7f5q9mXctgEuZhyIziufA.svg;cannot identify image file <_io.BytesIO object at 0x0000018A819618F0>
Glenfiddich 12 ans;;https://r.bing.com/rp/4A9D07RlW6M7gPmPQQydX3khDJc.svg;cannot identify image file <_io.BytesIO object at 0x0000018A81960220>
Glenfiddich 12 ans;;https://r.bing.com/rp/OHA5u4HW70mLbGkOE41WRDXcYTY.svg;cannot identify image file <_io.BytesIO object at 0x0000018A819639C0>
Glenfiddich 12 ans;;https://r.bing.com/rp/UzLAW1Q1WOatPD4L3XbeKD9b0Lg.svg;cannot identify image file <_io.BytesIO object at 0x0000018A819618F0>
Glenfiddich 12 ans;;https://tse2.mm.bing.net/th/id/OIP.4yFK7kYf_3CJFq_7bB2hiQHaHa?w=199&h=199&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 199x199
Glenfiddich 12 ans;;https://tse3.mm.bing.net/th/id/OIP.Ruqaitvz3HTQklr-ofRlpwHaOx?w=115&h=199&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 115x199
Glenfiddich 12 ans;;https://tse4.mm.bing.net/th/id/OIP.4esWvFumiUQZU7zHAmDuoAHaHa?w=199&h=199&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 199x199
Glenfiddich 12 ans;;https://tse2.mm.bing.net/th/id/OIP.KcWQ33BlcxzmULb29-tHKwAAAA?w=134&h=199&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 134x199
Glenfiddich 12 ans;;https://tse4.mm.bing.net/th/id/OIP.ABeUwy6tkQfOt7-_bZFX-wHaMT?w=119&h=199&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 119x199
Glenfiddich 12 ans;;https://tse2.mm.bing.net/th/id/OIP.gqEBd93rteYMefiaTPpd5QHaHa?w=198&h=199&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 198x199
Glenfiddich 12 ans;;https://tse2.mm.bing.net/th/id/OIP.Qq7T1vOfeTw9ktkBdekMIQAAAA?w=115&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 115x180
Glenfiddich 12 ans;;https://tse2.mm.bing.net/th/id/OIP.2IlLcVvdV1uTkTnTdSw4qgHaNE?w=115&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 115x180
Glenfiddich 12 ans;;https://tse4.mm.bing.net/th/id/OIP.VoRAL7KxXkL1lK8K3_hBIwHaJ8?w=133&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 133x180
Glenfiddich 12 ans;;https://tse1.mm.bing.net/th/id/OIP.Mq86uf54vptdB5IYMknZzQHaJe?w=139&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 139x180
Glenfiddich 12 ans;;https://tse4.mm.bing.net/th/id/OIP.MjyJVU9s2D4ttIxgQUTbDQHaNJ?w=115&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 115x180
Glenfiddich 12 ans;;https://tse3.mm.bing.net/th/id/OIP.nBhRkzEzO82ouYv0nOzHvgHaHm?w=174&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 174x180
Glenfiddich 12 ans;;https://tse1.mm.bing.net/th/id/OIP.njJZO-kMhd0n0t_3PPTAJwHaIB?w=165&h=180&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 165x180
Glenfiddich 12 ans;;https://tse1.mm.bing.net/th/id/OIP.pYFh7oVEIIjXGe0kekQuPgHaHa?w=212&h=212&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 212x212
Glenfiddich 12 ans;;https://tse4.mm.bing.net/th/id/OIP.ifIhmQsSQOoSua1MhdW2aAHaNw?w=115&h=212&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 115x212
Glenfiddich 12 ans;;https://tse3.mm.bing.net/th/id/OIP.XWaoFslD10l2JMk9f9mNEwHaLq?w=135&h=212&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 135x212
Glenfiddich 12 ans;;https://tse1.mm.bing.net/th/id/OIP.kJuHFNwoHzSGlp2WZqq9dgHaKe?w=150&h=212&c=7&r=0&o=7&pid=1.7&rm=3;trop petite 150x212
Glenfiddich 18 ans;;https://r.bing.com/rp/r31GrT0Eaf_5sPyu1TswcyPA8VI.svg;cannot identify image file <_io.BytesIO object at 0x0000018A819611C0>
